file,benchmark,testrun,energy,totaltime,current,voltage,teststarttime,testendtime
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__1.csv,1,1,0.8823088986272539,1.0599999999999952,0.1988985482437846,4.184881653722296,44.542999999997846,45.60299999999784
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__2.csv,1,2,1.2481785498137778,1.0600000000000025,0.2813777793578193,4.184861137485758,33.85399999999936,34.91399999999936
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__3.csv,1,3,1.0900842791311296,1.0600000000000025,0.2457529877063016,4.18461401020987,31.081000000005588,32.14100000000559
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__4.csv,1,4,1.4304017460977698,1.1600000000000037,0.2946865622365918,4.1844627870834055,33.124000000003434,34.28400000000344
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__5.csv,1,5,1.0729538202886548,1.0799999999999983,0.2374181542486617,4.184497864834757,31.864999999997963,32.94499999999796
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__6.csv,1,6,1.057547344632251,1.0600000000000025,0.2384171824357537,4.184623624810318,40.7809999999954,41.84099999999541
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__7.csv,1,7,0.9465225068677804,1.0600000000000025,0.2133735865362961,4.184893621048647,43.15600000000268,44.21600000000268
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__8.csv,1,8,1.4648331173307216,1.1400000000000006,0.3070540640531484,4.184739697076435,36.961999999999534,38.101999999999535
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__9.csv,1,9,1.357814604286494,1.0900000000000034,0.2976834711313563,4.184651123181735,36.66400000000431,37.75400000000431
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1__10.csv,1,10,0.941402329803179,1.0400000000000027,0.216328831887693,4.184345378232343,30.209999999999127,31.24999999999913
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__1.csv,10,1,1.0041901565789375,1.1000000000000014,0.2181561113069778,4.184618697478992,44.658000000003085,45.758000000003086
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__2.csv,10,2,1.2456301471200313,1.1199999999999974,0.2657385324155323,4.185203267681289,29.875,30.995
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__3.csv,10,3,0.8494823192719189,1.1499999999999986,0.1765008128019464,4.1851381073051375,31.59200000000419,32.74200000000419
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__4.csv,10,4,0.7543997759442463,1.0499999999999972,0.1716766484318353,4.185053608936414,45.99799999999959,47.04799999999959
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__5.csv,10,5,1.1806481964574744,1.0500000000000007,0.2686834575830841,4.184950066832156,30.92699999999604,31.976999999996043
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__6.csv,10,6,1.078343692562587,1.1400000000000006,0.226049728380979,4.184546146401549,36.84500000000117,37.985000000001165
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__7.csv,10,7,1.286884897733413,1.0499999999999972,0.2928777356346959,4.184697282816686,34.1339999999982,35.18399999999819
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__8.csv,10,8,1.2423780672084528,1.1299999999999957,0.2627433664711758,4.1845,32.32800000000134,33.458000000001334
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__9.csv,10,9,1.3986629313637746,1.1300000000000026,0.295774501885656,4.184792125844295,33.832000000002154,34.96200000000216
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10__10.csv,10,10,0.9606891818228296,1.0799999999999983,0.2125768192502273,4.184496801409234,31.9429999999993,33.0229999999993
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__1.csv,100,1,1.083069979624785,1.0499999999999972,0.2464904254516793,4.184727324804277,48.32099999999628,49.37099999999627
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__2.csv,100,2,1.4829725397019706,1.1300000000000026,0.3136065034046851,4.184750842646798,29.580999999998312,30.710999999998315
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__3.csv,100,3,1.0837573393175874,1.0600000000000025,0.244351762272064,4.184183386913768,32.38499999999476,33.444999999994764
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__4.csv,100,4,0.8555063725760628,1.0499999999999972,0.1947026331387844,4.184678762414057,35.64799999999377,36.69799999999377
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__5.csv,100,5,1.3592267125515975,1.1600000000000037,0.279962725127557,4.185368482389503,39.04700000000594,40.20700000000594
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__6.csv,100,6,1.0646793946596456,1.0499999999999972,0.2422972240953529,4.184861711281071,32.72400000000198,33.774000000001976
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__7.csv,100,7,1.397467347250478,1.0799999999999983,0.3092139480249576,4.184647088913691,46.44600000000355,47.52600000000355
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__8.csv,100,8,1.0042626705976865,1.1500000000000057,0.20867688925502,4.184804031696273,40.50200000000041,41.65200000000041
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__9.csv,100,9,1.1667677623778132,1.1699999999999946,0.2383183913655978,4.184475222526532,43.80500000000029,44.975000000000286
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100__10.csv,100,10,1.4723620121223997,1.1300000000000026,0.3113909495518482,4.18437091329069,32.18000000000029,33.310000000000294
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__1.csv,1000,1,2.7637647639610483,1.8999999999999984,0.3475812179341051,4.184958676160338,51.13300000000163,53.03300000000163
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__2.csv,1000,2,2.1946230074875155,1.8900000000000008,0.2774760812979643,4.184779419567063,31.30399999999645,33.19399999999645
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__3.csv,1000,3,2.080040000047105,1.8500000000000008,0.2686991833169274,4.184404031646255,31.298000000002503,33.148000000002504
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__4.csv,1000,4,2.329171745362706,1.9600000000000009,0.2839480841693328,4.185106354156018,43.93800000000192,45.89800000000192
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__5.csv,1000,5,3.341694007907091,2.1300000000000026,0.3748978747715736,4.184794131477475,34.038000000000466,36.16800000000047
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__6.csv,1000,6,2.2600871421378925,2.030000000000001,0.2660440650960008,4.184808330043427,31.312000000005355,33.34200000000536
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__7.csv,1000,7,2.834041190388652,2.0600000000000023,0.3287608262082228,4.184647442766683,33.46899999999732,35.528999999997325
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__8.csv,1000,8,2.243858241109247,2.139999999999997,0.2505594711704673,4.184762537495314,29.706000000005588,31.846000000005585
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__9.csv,1000,9,2.6444684917411854,2.160000000000004,0.2925712765801146,4.184590444795246,43.01600000000326,45.17600000000326
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000__10.csv,1000,10,2.7189550468949526,1.9500000000000028,0.333204348471095,4.184627025074811,36.08400000000256,38.03400000000256
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__1.csv,10000,1,22.47444096155332,13.200000000000005,0.4068669683923818,4.184682699805814,58.56999999999971,71.76999999999971
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__2.csv,10000,2,22.077085140615125,12.689999999999998,0.4157328428775156,4.18471393619876,54.30099999999948,66.99099999999947
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__3.csv,10000,3,21.555883287018524,12.770000000000003,0.4033628376670433,4.1848417771675175,29.59300000000076,42.36300000000076
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__4.csv,10000,4,21.94726275682115,13.170000000000002,0.3982366756129152,4.18459406038482,40.77100000000064,53.94100000000064
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__5.csv,10000,5,22.858355094723706,13.019999999999996,0.4195335277393963,4.184728789884406,32.336999999999534,45.35699999999953
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__6.csv,10000,6,23.412698993194123,12.71,0.440180811198454,4.184801133407948,44.54699999999866,57.25699999999866
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__7.csv,10000,7,21.25311129050293,12.410000000000004,0.409239996164962,4.184780303763961,44.72000000000117,57.13000000000117
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__8.csv,10000,8,22.122516456888608,13.15,0.4020103018688792,4.184769980491969,34.85199999999895,48.00199999999895
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__9.csv,10000,9,22.454276572555983,12.61,0.4255171173168213,4.18472521524336,29.906999999999243,42.51699999999924
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000__10.csv,10000,10,22.3782535944474,13.090000000000003,0.4085523885186534,4.184453929145306,38.57600000000093,51.666000000000935
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__1.csv,100000,1,250.2751289191556,118.85,0.5032132972527648,4.184719945947314,46.58099999999831,165.4309999999983
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__2.csv,100000,2,245.5363857407591,118.3,0.495985783364089,4.18467645895681,33.73200000000361,152.03200000000362
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__3.csv,100000,3,246.12075873468183,118.5,0.4963548933030344,4.184442333829769,45.78500000000349,164.2850000000035
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__4.csv,100000,4,250.57494423393857,118.04000000000002,0.5072927483709492,4.184559884231462,30.85800000000017,148.8980000000002
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__5.csv,100000,5,249.36442166370915,119.95,0.4968137850785174,4.1844713638049,36.62299999999959,156.57299999999958
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__6.csv,100000,6,244.68373795264264,118.23,0.4945675169244085,4.184579549324988,30.81300000000192,149.0430000000019
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__7.csv,100000,7,248.6830885590456,118.51999999999998,0.5014187580905163,4.18460079104485,34.679000000003725,153.1990000000037
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__8.csv,100000,8,248.75117970832216,118.81000000000004,0.5003481327348134,4.18446432721906,33.21600000000035,152.02600000000038
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__9.csv,100000,9,249.0006674250192,119.67000000000002,0.4972480813577179,4.184485854608343,33.35199999999895,153.02199999999897
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/100000__10.csv,100000,10,246.65431413162088,119.63,0.4926900300940366,4.184801272421243,28.22400000000198,147.85400000000195
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__1.csv,1000000,1,2467.1308254391274,1169.18,0.5042563259089143,4.18465295661338,46.140999999995984,1215.320999999996
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__2.csv,1000000,2,2462.3873522060344,1166.68,0.5043675734780625,4.184633827345552,31.67899999999645,1198.3589999999965
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__3.csv,1000000,3,2477.526693315982,1172.22,0.5050902997050325,4.184467388281882,48.7390000000014,1220.9590000000014
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__4.csv,1000000,4,2447.0862564191457,1172.23,0.4988723939619037,4.184532777463463,40.5679999999993,1212.797999999999
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__5.csv,1000000,5,2449.269287640734,1176.48,0.4975297426925793,4.184397556475488,38.812999999994645,1215.292999999995
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__6.csv,1000000,6,2449.386912424122,1176.84,0.4973770201549326,4.184602937135293,32.21600000000035,1209.0560000000005
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__7.csv,1000000,7,2470.16030943667,1187.06,0.4972782476879195,4.184590895619251,37.013999999995576,1224.0739999999955
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__8.csv,1000000,8,2463.285177677938,1178.25,0.499621129272171,4.184431362438112,37.05399999999645,1215.3039999999964
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__9.csv,1000000,9,2462.2803372622866,1180.37,0.4985028620010249,4.184578100961181,29.710000000006403,1210.0800000000063
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/1000000__10.csv,1000000,10,2336.8104480480883,1178.38,0.473884709091484,4.1847105838301575,32.05000000000291,1210.430000000003
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__1.csv,10000000,1,23265.53085813012,11797.48,0.471291530382718,4.184408557369056,37.09200000000419,11834.572000000004
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__2.csv,10000000,2,24501.602939885608,11891.39,0.492407688900203,4.184437148648239,38.11299999999756,11929.502999999995
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__3.csv,10000000,3,23360.47923518051,11680.45,0.4779452669471165,4.184504200193143,42.02999999999884,11722.48
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__4.csv,10000000,4,21062.72548918121,11720.49,0.4294726763238858,4.18440064492087,43.19999999999709,11763.689999999997
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__5.csv,10000000,5,21190.17584191732,11791.41,0.429484529463592,4.184285365373475,39.509000000000015,11830.919
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__6.csv,10000000,6,21207.751467502643,11849.67,0.4277262145415074,4.184296982456744,40.49799999999959,11890.168
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__7.csv,10000000,7,24010.1427386444,11798.01,0.4863628064964993,4.184327090283176,38.63199999999779,11836.641999999998
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__8.csv,10000000,8,23546.08457242814,11687.27,0.4814773830194959,4.184366639797195,31.97899999999936,11719.249
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__9.csv,10000000,9,23502.002830136586,11793.89,0.4762363565228201,4.184323508861087,31.92599999999948,11825.816
/Users/greenali/Desktop/loopEnergy/Output/insert/insert_new/10000000__10.csv,10000000,10,22422.696299651427,11820.75,0.4533268860547996,4.184381999944399,32.687999999994645,11853.437999999995
